Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,Overtime_Hours,Loyalty_Ratio,Promotion_Stagnation,Manager_Stability,Prior_Tenure_Avg,Compa_Ratio_Level,Hike_Per_Performance,Burnout_Risk_Score,Attrition_Binary
29,No,Non-Travel,Sales,22,4,Marketing,92,Male,2,Human Resources,Married,57360,1.0,22,0,4.0,1,4,0,2,2,4,4.0,3.0,2.0,6.306108726752504,-1.6938912732474964,1.0,0.0,0.5,0.0,28680.0,5.5,-5.081673819742489,0
42,No,Travel_Rarely,Sales,7,4,Medical,93,Male,3,Research Scientist,Divorced,22260,0.0,12,1,4.0,3,3,1,0,2,3,3.0,3.0,3.0,8.831585038986356,0.8315850389863559,0.75,0.3333333333333333,0.0,0.0,7420.0,4.0,1.6631700779727119,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,94,Male,2,Research Scientist,Married,57470,1.0,13,0,8.0,0,8,0,7,3,3,3.0,2.0,3.0,7.722377344877344,-0.2776226551226557,1.0,0.0,0.875,0.0,28735.0,4.333333333333333,-0.5552453102453114,0
48,No,Travel_Rarely,Sales,13,4,Medical,95,Male,4,Sales Executive,Married,98540,3.0,16,1,15.0,2,0,0,0,2,3,1.0,3.0,1.0,7.317479732951836,-0.6825202670481643,0.0,0.0,0.0,5.0,24635.0,5.333333333333333,-2.730081068192657,0
37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,96,Male,2,Manufacturing Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3,3,3.0,1.0,3.0,10.798262483130904,2.7982624831309035,0.5384615384615384,0.8571428571428571,1.0,1.5,27335.0,4.0,5.596524966261807,0
30,No,Non-Travel,Sales,25,4,Other,97,Male,1,Healthcare Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,3,4,4.0,3.0,4.0,10.40136394557823,2.4013639455782307,0.5,1.0,1.0,0.2857142857142857,53800.0,5.25,2.4013639455782307,0
26,No,Travel_Rarely,Sales,28,3,Medical,98,Female,5,Laboratory Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3,3,3.0,3.0,3.0,5.994326703246457,-2.0056732967535433,1.0,0.875,0.875,0.0,10302.0,5.0,-4.011346593507087,0
42,No,Travel_Rarely,Sales,2,2,Medical,99,Female,1,Laboratory Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,3,3,1.0,4.0,3.0,6.113110181311018,-1.8868898186889824,0.07142857142857142,0.0,0.0,4.333333333333333,21330.0,4.333333333333333,-3.773779637377965,0
21,Yes,Travel_Frequently,Research & Development,9,3,Medical,100,Female,4,Manufacturing Director,Single,178750,1.0,12,0,3.0,5,3,1,2,2,3,1.0,2.0,3.0,8.133578096539162,0.13357809653916242,1.0,0.3333333333333333,0.6666666666666666,0.0,44687.5,4.0,0.26715619307832483,1
36,No,Non-Travel,Human Resources,28,3,Human Resources,101,Male,2,Laboratory Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,1,4,4.0,4.0,3.0,7.306164990421457,-0.6938350095785433,0.14285714285714285,0.0,0.0,1.5,12160.0,5.5,-1.3876700191570865,0
36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,102,Female,2,Research Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,3,3,1.0,4.0,3.0,7.105030345471522,-0.8949696545284782,0.8125,0.07692307692307693,0.9230769230769231,0.75,23855.0,4.333333333333333,-1.7899393090569564,0
57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,103,Male,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,1,3,4.0,3.0,3.0,6.327729314420803,-1.6722706855791971,0.2,0.3333333333333333,0.6666666666666666,6.0,38322.0,6.0,-3.3445413711583942,0
40,No,Travel_Rarely,Research & Development,8,3,Other,104,Male,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,3,3,4.0,3.0,3.0,8.1285121602289,0.12851216022889922,0.7,0.14285714285714285,1.0,1.0,25435.0,4.666666666666667,0.25702432045779844,0
21,No,Non-Travel,Research & Development,1,5,Life Sciences,105,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1,3,1.0,4.0,2.0,7.98643255701116,-0.013567442988840384,1.0,0.6666666666666666,0.6666666666666666,0.0,14315.0,4.666666666666667,-0.04070232896652115,0
33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,106,Female,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,1,4,4.0,3.0,3.0,10.509096921596921,2.509096921596921,1.0,0.0,0.0,0.0,11122.0,5.25,5.018193843193842,1
37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,107,Male,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,4,3,3.0,1.0,3.0,7.9932840307840305,-0.006715969215969508,0.29411764705882354,0.0,0.6,2.0,5360.0,6.333333333333333,-0.013431938431939017,0
46,No,Non-Travel,Sales,2,4,Marketing,108,Female,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3,3,3.0,3.0,4.0,6.103653752436647,-1.8963462475633532,0.14285714285714285,0.0,0.0,3.0,15325.0,3.6666666666666665,-1.8963462475633532,0
41,Yes,Travel_Frequently,Research & Development,16,1,Medical,109,Female,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,4,3,1.0,2.0,3.0,7.587908917501192,-0.412091082498808,1.0,0.875,0.875,0.0,28100.0,3.6666666666666665,-0.824182164997616,1
50,No,Travel_Rarely,Research & Development,9,3,Medical,110,Female,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,3,3,4.0,4.0,3.0,6.890321256038647,-1.1096787439613527,0.2,0.25,0.75,2.6666666666666665,32960.0,5.0,-2.2193574879227054,0
40,Yes,Travel_Rarely,Research & Development,8,3,Medical,111,Female,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,2,4,3.0,3.0,3.0,9.295999525166192,1.2959995251661915,0.75,0.16666666666666666,0.0,1.0,86280.0,5.0,2.591999050332383,1
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,112,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,3,4,3.0,2.0,3.0,10.806078364950316,2.8060783649503165,0.6666666666666666,1.0,1.0,0.0,7167.5,6.0,5.612156729900633,0
21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,113,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,5.995219806763284,-2.0047801932367157,1.0,0.0,0.0,0.0,53730.0,4.0,-4.0095603864734315,1
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,114,Female,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4,3,4.0,4.0,3.0,7.788609977324264,-0.2113900226757357,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,33335.0,4.0,-0.4227800453514714,0
35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,115,Female,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3,3,3.0,2.0,3.0,7.71770715630885,-0.2822928436911498,0.1,0.0,0.0,1.0,16676.666666666668,5.0,-0.5645856873822996,0
27,No,Travel_Rarely,Sales,2,3,Life Sciences,116,Male,1,Sales Executive,Divorced,23670,2.0,12,1,5.0,2,5,0,4,3,3,4.0,2.0,3.0,6.189450379867046,-1.8105496201329538,1.0,0.0,0.8,0.0,23670.0,4.0,-3.6210992402659077,0
28,No,Travel_Rarely,Research & Development,2,2,Medical,117,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2,3,2.0,4.0,3.0,7.120614224137931,-0.8793857758620689,1.0,0.0,1.0,0.0,9526.666666666666,4.0,-1.7587715517241378,0
49,No,Travel_Rarely,Sales,2,3,Technical Degree,118,Male,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,3,3,2.0,3.0,3.0,7.825193287037036,-0.17480671296296357,0.19230769230769232,0.0,0.0,2.625,26020.0,4.666666666666667,-0.34961342592592715,0
51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,119,Male,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3,4,3.0,4.0,2.0,7.619401803118908,-0.38059819688109187,0.3888888888888889,0.0,1.0,2.75,41050.0,5.5,-1.1417945906432756,0
36,No,Travel_Rarely,Sales,15,2,Life Sciences,120,Male,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,3,3,4.0,3.0,3.0,6.002463200379866,-1.9975367996201339,0.3333333333333333,1.0,1.0,1.0,96790.0,4.0,-3.9950735992402677,0
34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,121,Male,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,3,4,1.0,4.0,2.0,9.11312647754137,1.1131264775413694,0.5555555555555556,0.0,0.8,0.5,56170.0,6.25,3.339379432624108,1
55,No,Travel_Rarely,Sales,26,3,Marketing,122,Male,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3,3,3.0,4.0,3.0,8.684139595103577,0.6841395951035771,0.16666666666666666,0.2,0.4,12.5,104480.0,4.333333333333333,1.3682791902071543,0
24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,123,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,3,3,4.0,3.0,4.0,9.993131642512077,1.9931316425120773,1.0,0.0,0.6,0.0,5794.0,6.0,1.9931316425120773,0
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,124,Female,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3,3,3.0,2.0,3.0,6.900539923039923,-1.099460076960077,1.0,0.0,0.0,0.0,29840.0,4.333333333333333,-2.198920153920154,0
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,125,Male,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3,3,3.0,4.0,3.0,6.99935763888889,-1.00064236111111,0.8571428571428571,0.0,0.6666666666666666,0.0,37550.0,6.0,-2.00128472222222,1
22,No,Travel_Rarely,Research & Development,16,5,Other,126,Male,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,2,3,1.0,2.0,3.0,6.2862301587301594,-1.7137698412698406,1.0,0.5,1.0,0.0,29910.0,6.333333333333333,-3.427539682539681,0
36,No,Travel_Rarely,Research & Development,1,3,Medical,127,Female,5,Healthcare Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,3,3,2.0,3.0,3.0,6.3661511299435025,-1.6338488700564975,1.0,0.9,0.0,0.0,39272.0,4.0,-3.267697740112995,0
30,Yes,Travel_Frequently,Sales,3,2,Marketing,128,Male,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,2,3,3.0,4.0,3.0,8.19166087962963,0.1916608796296302,0.3333333333333333,0.0,0.0,0.2222222222222222,3763.3333333333335,6.333333333333333,0.3833217592592604,1
37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,129,Male,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,3,3,4.0,1.0,2.0,6.4520891203703705,-1.5479108796296295,1.0,0.6666666666666666,0.9444444444444444,0.0,133410.0,4.666666666666667,-4.643732638888888,0
40,No,Travel_Rarely,Research & Development,6,2,Medical,130,Male,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,2,3,4.0,2.0,3.0,6.682986714975844,-1.3170132850241556,0.625,0.2,0.6,0.42857142857142855,14440.0,4.666666666666667,-2.634026570048311,0
42,No,Travel_Rarely,Research & Development,2,3,Medical,131,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2,3,2.0,1.0,3.0,7.4826477541371155,-0.5173522458628845,0.625,0.2,0.4,1.0,27577.5,4.0,-1.034704491725769,0
37,No,Travel_Rarely,Sales,9,1,Marketing,132,Male,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,2,3,3.0,2.0,2.0,9.920131519274378,1.9201315192743778,0.05555555555555555,0.0,1.0,8.5,14800.0,3.6666666666666665,5.760394557823133,0
43,No,Travel_Rarely,Sales,10,2,Life Sciences,133,Female,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,3,3,1.0,2.0,3.0,7.415638297872341,-0.5843617021276586,1.0,0.12,0.36,0.0,46170.0,3.6666666666666665,-1.1687234042553172,0
40,No,Travel_Rarely,Sales,6,2,Life Sciences,134,Female,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,2,3,2.0,3.0,3.0,7.4953384687208215,-0.5046615312791785,0.05,0.0,0.0,3.1666666666666665,26470.0,4.333333333333333,-1.009323062558357,0
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,135,Female,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2,2,4,1.0,1.0,2.0,5.998969652471855,-2.001030347528145,0.16666666666666666,0.25,0.5,5.0,31615.0,5.75,-6.003091042584435,0
34,No,Non-Travel,Research & Development,28,3,Medical,136,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,3,4,3.0,3.0,3.0,6.85954534662868,-1.1404546533713198,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,56770.0,5.0,-2.2809093067426396,0
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,137,Male,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,2,3,2.0,1.0,1.0,6.131909722222222,-1.8680902777777781,1.0,0.23076923076923078,0.9230769230769231,0.0,7290.0,5.0,-7.472361111111113,0
43,No,Travel_Frequently,Sales,14,3,Life Sciences,138,Female,1,Manufacturing Director,Married,37480,7.0,14,2,10.0,3,3,1,2,2,3,4.0,4.0,3.0,7.67480543318649,-0.32519456681350967,0.3,0.3333333333333333,0.6666666666666666,1.0,37480.0,4.666666666666667,-0.6503891336270193,0
43,No,Travel_Rarely,Sales,27,4,Life Sciences,139,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3,3,3.0,3.0,3.0,8.878969421101775,0.8789694211017753,0.625,0.0,0.4,0.75,19885.0,6.0,1.7579388422035507,0
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,140,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,4,3,2.0,4.0,3.0,10.895845306513408,2.895845306513408,1.0,0.2,0.6,0.0,86330.0,6.333333333333333,5.791690613026816,0
37,No,Non-Travel,Research & Development,1,3,Medical,141,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2,4,2.0,3.0,3.0,10.692001669051026,2.6920016690510256,0.8666666666666667,0.7692307692307693,0.5384615384615384,0.6666666666666666,6693.333333333333,5.5,5.384003338102051,0
31,No,Travel_Rarely,Research & Development,24,1,Medical,142,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,3,3,4.0,1.0,3.0,7.060316091954023,-0.9396839080459767,1.0,0.75,0.5,0.0,14800.0,4.333333333333333,-1.8793678160919534,0
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,143,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,1,4,2.0,3.0,3.0,9.009179138321995,1.0091791383219952,1.0,0.047619047619047616,0.2857142857142857,0.0,30670.0,5.0,2.0183582766439905,0
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,144,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3,3,3.0,1.0,2.0,7.420447466294746,-0.5795525337052538,0.19444444444444445,1.0,1.0,3.2222222222222223,17736.666666666668,4.666666666666667,-1.7386576011157615,0
30,No,Travel_Rarely,Sales,5,4,Medical,145,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,3,3,2.0,3.0,3.0,7.585973922902495,-0.41402607709750505,0.8333333333333334,0.8,0.8,0.0,27050.0,5.666666666666667,-0.8280521541950101,0
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,146,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2,3,2.0,1.0,3.0,6.624136698939603,-1.375863301060397,1.0,0.0,0.7,0.0,9273.333333333334,4.666666666666667,-2.751726602120794,0
28,No,Travel_Rarely,Research & Development,7,3,Medical,147,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,2,3,3.0,1.0,3.0,6.192764830508475,-1.8072351694915252,1.0,0.1,0.8,0.0,39856.666666666664,4.333333333333333,-3.6144703389830504,0
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,148,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,3,3,1.0,1.0,3.0,6.472303436911488,-1.5276965630885124,0.3333333333333333,0.0,1.0,0.8,8866.666666666666,4.333333333333333,-3.055393126177025,1
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,149,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,2,4,4.0,3.0,3.0,8.195051440329218,0.19505144032921784,0.17857142857142858,0.0,0.8,11.5,16875.0,5.25,0.3901028806584357,0
45,No,Travel_Rarely,Research & Development,2,3,Medical,150,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,3,3,1.0,4.0,2.0,6.787695733708392,-1.212304266291608,0.25,0.0,1.0,2.0,50980.0,4.666666666666667,-3.6369127988748238,0
52,No,Travel_Rarely,Research & Development,12,3,Medical,151,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,3,3,4.0,4.0,1.0,7.302139479905438,-0.6978605200945616,0.16129032258064516,0.2,0.8,13.0,24390.0,3.6666666666666665,-2.7914420803782463,0
42,No,Travel_Frequently,Sales,10,3,Marketing,152,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,2,3,1.0,3.0,3.0,6.822407010014305,-1.177592989985695,0.2631578947368421,0.0,0.4,7.0,14185.0,4.333333333333333,-2.35518597997139,0
30,No,Travel_Rarely,Sales,25,3,Marketing,153,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3,4,3.0,4.0,3.0,7.322458937198068,-0.6775410628019323,0.45454545454545453,0.0,0.4,3.0,24060.0,5.0,-1.3550821256038645,0
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,154,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,3,3,1.0,1.0,1.0,6.164361829501916,-1.8356381704980844,0.8787878787878788,0.3793103448275862,0.3448275862068966,0.8,22690.0,6.0,-7.342552681992338,0
46,No,Travel_Rarely,Sales,19,4,Marketing,155,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,2,3,3.0,3.0,2.0,7.610284810126583,-0.38971518987341724,0.5263157894736842,0.0,0.8,4.5,41080.0,4.666666666666667,-1.1691455696202517,0
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,156,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,3,3,4.0,4.0,4.0,6.5951353874883285,-1.4048646125116715,0.8571428571428571,0.0,0.6666666666666666,0.0,33015.0,4.333333333333333,-1.4048646125116715,0
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,157,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,2,3,1.0,2.0,3.0,10.648925376647835,2.648925376647835,0.8333333333333334,0.2,0.8,1.0,104220.0,5.666666666666667,5.29785075329567,1
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,158,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,3,4,4.0,3.0,2.0,6.20442731277533,-1.79557268722467,0.6666666666666666,0.5,0.0,0.0,68720.0,5.0,-5.38671806167401,1
38,No,Travel_Frequently,Sales,3,3,Marketing,159,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,3,3,4.0,4.0,3.0,8.591902250351618,0.5919022503516178,1.0,0.0,0.0,0.0,24535.0,3.6666666666666665,1.1838045007032356,0
40,No,Travel_Rarely,Sales,26,4,Marketing,160,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,2,3,3.0,3.0,3.0,6.001353864734299,-1.9986461352657008,0.9523809523809523,0.05,0.6,0.0,34820.0,6.0,-3.9972922705314016,0
26,No,Travel_Rarely,Research & Development,3,2,Medical,161,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,4,4,1.0,4.0,1.0,6.281751101321586,-1.7182488986784143,1.0,0.0,0.6666666666666666,0.0,6090.0,6.0,-6.872995594713657,0
30,No,Non-Travel,Research & Development,15,3,Medical,162,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,2,3,3.0,4.0,1.0,7.9055698005698,-0.09443019943020037,0.5555555555555556,0.2,0.8,1.0,11900.0,6.0,-0.37772079772080147,0
29,No,Travel_Rarely,Research & Development,8,3,Medical,163,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,3,3,2.0,3.0,3.0,7.175699035812673,-0.8243009641873273,1.0,0.0,0.7,0.0,64770.0,3.6666666666666665,-1.6486019283746547,0
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,164,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,2,3,3.0,2.0,4.0,6.651255274261604,-1.3487447257383964,0.3333333333333333,0.5,0.5,0.8,5966.666666666667,5.333333333333333,-1.3487447257383964,1
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,165,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,3,3,1.0,4.0,4.0,7.906068376068376,-0.09393162393162413,1.0,0.0,0.0,0.0,76440.0,5.0,-0.09393162393162413,1
30,No,Non-Travel,Research & Development,2,4,Life Sciences,166,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3,3,3.0,1.0,3.0,6.718815667131567,-1.281184332868433,0.9,0.7777777777777778,0.8888888888888888,0.0,17103.333333333332,5.0,-2.562368665736866,0
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,167,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,3,3,1.0,4.0,2.0,6.290588023088023,-1.7094119769119773,0.03125,0.0,0.0,10.333333333333334,15765.0,4.0,-5.128235930735932,0
50,No,Travel_Rarely,Sales,10,4,Life Sciences,168,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,3,3,2.0,3.0,3.0,7.178114997713763,-0.821885002286237,0.9642857142857143,0.5555555555555556,0.25925925925925924,0.0,15956.666666666666,4.0,-1.643770004572474,0
30,No,Non-Travel,Sales,10,2,Life Sciences,169,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3,4,3.0,4.0,2.0,6.286431712962963,-1.7135682870370372,0.9166666666666666,0.5454545454545454,0.6363636363636364,0.0,62933.333333333336,5.5,-5.140704861111112,0
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,170,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3,4,3.0,1.0,4.0,7.217978595478596,-0.7820214045214042,0.8181818181818182,0.7222222222222222,0.6111111111111112,1.0,5847.5,5.0,-0.7820214045214042,0
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2,3,1.0,4.0,3.0,7.809089371980676,-0.19091062801932424,0.25,0.0,0.8,3.0,27140.0,5.333333333333333,-0.38182125603864847,0
46,No,Travel_Rarely,Sales,4,1,Technical Degree,172,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,2,4,1.0,3.0,1.0,6.805152662993573,-1.1948473370064274,0.11538461538461539,0.0,0.3333333333333333,3.8333333333333335,67120.0,5.25,-4.77938934802571,0
35,No,Travel_Rarely,Research & Development,15,2,Medical,173,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,3,3,4.0,3.0,3.0,6.484045584045584,-1.5159544159544156,0.8333333333333334,0.8,0.6,0.0,27030.0,4.0,-3.031908831908831,0
54,No,Travel_Rarely,Research & Development,2,4,Medical,174,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3,3,3.0,3.0,3.0,7.651214845550945,-0.3487851544490548,0.05263157894736842,0.0,0.0,2.5714285714285716,44690.0,3.6666666666666665,-0.6975703088981096,0
34,No,Travel_Rarely,Sales,8,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4,3,4.0,3.0,3.0,7.585962725546059,-0.4140372744539409,0.5,0.7142857142857143,1.0,2.3333333333333335,24390.0,3.6666666666666665,-0.8280745489078818,0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,176,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,2,3,3.0,4.0,3.0,9.179540598290597,1.1795405982905969,0.2,0.3333333333333333,0.6666666666666666,6.0,88370.0,6.0,2.3590811965811938,0
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,177,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3,3,3.0,2.0,4.0,6.378153248587569,-1.6218467514124306,1.0,0.0,0.6153846153846154,0.0,26715.0,4.666666666666667,-1.6218467514124306,0
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,178,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2,4,2.0,3.0,4.0,8.47764719848053,0.47764719848053083,0.4666666666666667,1.0,1.0,1.1428571428571428,16820.0,5.5,0.47764719848053083,1
33,Yes,Travel_Rarely,Sales,5,4,Marketing,179,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,3,4,1.0,4.0,3.0,6.9651218123861565,-1.0348781876138435,0.5,0.25,0.75,0.5714285714285714,33260.0,6.25,-2.069756375227687,1
